MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Sale Type,SalePrice,PropertyAge,PropertyModAge,GarageAge
160,FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,368.0,ALQ,600.0,GasA,Ex,Y,SBrkr,600,600,1200,1.0,2,1,Gd,4,Typ,0,None,Detchd,RFn,2.0,480.0,TA,TA,Y,0,172,Feb,WD ,11.915051671812877,6,5,6.0
20,RL,82.0,9888,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,486.0,Unf,936.0,GasA,TA,Y,FuseA,936,0,936,0.0,1,0,TA,5,Typ,0,None,Attchd,Unf,1.0,240.0,TA,TA,Y,0,0,Mar,WD ,11.703545824578878,52,31,52.0
20,RL,68.0,7942,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,85.0,ALQ,1040.0,GasA,TA,Y,FuseF,1040,0,1040,0.0,1,0,TA,6,Typ,0,None,Attchd,Fin,1.0,293.0,TA,TA,Y,0,0,Jun,WD ,11.820410164718188,54,54,54.0
60,RL,63.0,15038,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,138.0,Unf,916.0,GasA,Gd,Y,SBrkr,916,720,1636,0.0,2,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,386.0,TA,TA,Y,168,84,Nov,WD ,12.061046873479915,12,12,12.0
60,RL,92.0,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524.0,Unf,1152.0,GasA,Ex,Y,SBrkr,1164,1106,2270,0.0,2,1,Gd,9,Typ,1,Gd,Attchd,Fin,3.0,671.0,TA,TA,Y,132,57,Apr,WD ,12.577636201962656,11,3,11.0
60,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,64.0,Unf,1184.0,GasA,Ex,Y,SBrkr,1184,1426,2610,0.0,2,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,2.0,550.0,TA,TA,Y,208,364,Aug,New,12.623061104072981,0,0,0.0
20,RL,82.5,20062,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1092.0,Unf,1420.0,GasA,Gd,Y,SBrkr,1483,0,1483,1.0,1,1,TA,4,Typ,2,TA,Attchd,RFn,2.0,690.0,TA,TA,Y,496,0,Apr,WD ,12.506177237980511,33,9,33.0
50,RM,81.0,7308,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,WdShing,Wd Shng,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,360.0,Unf,936.0,GasA,Gd,N,FuseA,960,780,1740,0.0,1,0,Ex,6,Typ,1,Gd,Detchd,Unf,1.0,225.0,Fa,Fa,N,0,0,Jun,WD ,11.713823407337118,88,58,88.0
20,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,172.0,LwQ,1382.0,GasA,Gd,Y,FuseA,1382,0,1382,0.0,1,0,Gd,6,Typ,0,None,Attchd,Unf,1.0,350.0,TA,TA,Y,280,0,Jul,WD ,11.938193200374572,54,54,54.0
20,RL,70.0,8402,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,206.0,Unf,1120.0,GasA,Ex,Y,SBrkr,1120,0,1120,0.0,1,0,TA,6,Typ,0,None,None,None,0.0,0.0,None,None,Y,0,30,Dec,New,11.898187865760873,0,0,0.0
70,RL,63.0,4000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,GLQ,246.0,Unf,531.0,GasA,TA,Y,SBrkr,567,531,1098,1.0,1,0,TA,5,Typ,1,Gd,Detchd,Unf,1.0,216.0,TA,TA,Y,0,0,Jun,WD ,11.908340237224891,77,12,77.0
160,RM,32.0,3363,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,976.0,GasA,Ex,Y,SBrkr,976,732,1708,0.0,2,0,Gd,7,Maj1,0,None,Detchd,Unf,2.0,380.0,TA,TA,Y,0,40,Apr,WD ,11.77528972943772,2,2,2.0
20,RL,94.0,13615,Pave,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,1802.0,GasA,Ex,Y,SBrkr,1802,0,1802,0.0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,843.0,TA,TA,Y,158,105,Jun,WD ,12.826649133255284,1,1,1.0
120,RL,43.0,3013,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,16.0,Unf,1362.0,GasA,Ex,Y,SBrkr,1506,0,1506,0.0,2,0,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,440.0,TA,TA,Y,142,20,Apr,WD ,12.27134527214637,1,1,1.0
20,RL,44.0,17485,Pave,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1346.0,Unf,1508.0,GasA,Ex,Y,SBrkr,1508,0,1508,1.0,1,0,Gd,5,Typ,2,TA,Attchd,RFn,2.0,572.0,TA,TA,Y,0,0,Jan,Con,12.637952459809789,1,0,1.0
20,RL,74.0,23730,Pave,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,700.0,Unf,1840.0,GasA,Ex,Y,SBrkr,2032,0,2032,1.0,3,0,Gd,7,Typ,0,None,Attchd,Fin,3.0,786.0,TA,TA,Y,0,46,Sep,WD ,12.611537753638338,12,11,12.0
20,RL,79.0,8910,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655.0,Unf,655.0,GasA,Ex,Y,SBrkr,1194,0,1194,0.0,1,0,TA,6,Typ,1,Fa,BuiltIn,Fin,2.0,539.0,TA,TA,Y,0,0,Jul,WD ,11.979799201207037,47,47,52.0
160,RM,24.0,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,970.0,GasA,Ex,Y,SBrkr,970,739,1709,0.0,2,0,Gd,7,Maj1,0,None,Detchd,Unf,2.0,380.0,TA,TA,Y,0,40,Apr,WD ,11.831379196088763,2,2,2.0
20,RL,73.0,8688,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1616.0,GasA,Ex,Y,SBrkr,1616,0,1616,0.0,2,0,Gd,7,Typ,0,None,Attchd,RFn,3.0,834.0,TA,TA,Y,208,59,Apr,WD ,12.354492650648448,1,1,1.0
30,RM,60.0,6291,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,Gable,CompShg,Stucco,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,768.0,GasA,TA,Y,SBrkr,768,0,768,0.0,1,0,TA,4,Typ,0,None,Detchd,Unf,2.0,440.0,TA,TA,N,0,0,Jul,WD ,11.449453042014655,78,58,78.0
30,RL,70.0,17529,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,Wd Sdng,Stone,65.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,872.0,GasA,Fa,N,FuseF,872,0,872,0.0,1,0,Fa,5,Mod,1,Gd,Detchd,Unf,1.0,322.0,Fa,Fa,N,0,0,Apr,WD ,11.56171562913966,82,56,82.0
30,RM,60.0,6324,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,520.0,GasA,Fa,N,SBrkr,520,0,520,0.0,1,0,Fa,4,Typ,0,None,Detchd,Unf,1.0,240.0,Fa,TA,Y,49,0,May,WD ,11.134589024250317,81,58,88.0
90,RL,80.0,11600,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,443.0,Unf,1105.0,GasA,TA,Y,FuseA,1105,1169,2274,0.0,2,0,TA,12,Typ,0,None,Detchd,Unf,2.0,480.0,TA,TA,Y,0,0,Jan,WD ,11.946654038351252,50,50,50.0
50,RM,50.0,7288,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,TA,Po,No,Unf,0.0,Unf,936.0,GasA,Ex,Y,SBrkr,936,665,1601,0.0,2,0,TA,6,Typ,0,None,None,None,0.0,0.0,None,None,N,0,0,Sep,WD ,11.774135217090894,82,4,0.0
70,RM,35.0,4571,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,168.0,Unf,616.0,GasA,Ex,Y,SBrkr,616,616,1232,0.0,1,0,TA,6,Typ,0,None,Detchd,Unf,2.0,480.0,Fa,Fa,Y,280,0,Jun,WD ,11.643953727376633,97,57,87.0
20,RL,63.0,17423,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1904.0,Unf,2216.0,GasA,Ex,Y,SBrkr,2234,0,2234,1.0,2,0,Ex,9,Typ,1,Gd,Attchd,Fin,3.0,1166.0,TA,TA,Y,0,60,Jul,New,13.1260306447518,1,0,0.0
50,RM,100.0,12665,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,876.0,GasA,Gd,Y,SBrkr,876,540,1416,0.0,1,1,TA,7,Typ,1,Gd,Detchd,Unf,3.0,720.0,TA,TA,Y,418,0,Jun,WD ,11.94405831982697,93,58,59.0
20,RL,60.0,9000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,Unf,864.0,GasA,Gd,Y,SBrkr,864,0,864,0.0,1,0,TA,5,Typ,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,200,0,Jul,WD ,11.77528972943772,38,3,23.0
120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,TA,TA,PConc,Ex,TA,No,GLQ,864.0,Unf,1189.0,GasA,Ex,Y,SBrkr,1189,0,1189,1.0,2,0,TA,4,Typ,0,None,Attchd,RFn,2.0,392.0,TA,TA,Y,0,122,Apr,WD ,11.986049221552207,11,11,11.0
120,RL,48.0,6373,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,572.0,Ex,TA,PConc,Ex,Gd,No,GLQ,415.0,Unf,1666.0,GasA,Ex,Y,SBrkr,1666,0,1666,1.0,2,0,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,575.0,TA,TA,Y,228,75,Jun,New,12.644617856906528,0,0,0.0
20,RL,67.0,10083,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,1176.0,GasA,Ex,Y,SBrkr,1200,0,1200,1.0,2,0,Gd,5,Typ,0,None,Attchd,RFn,2.0,555.0,TA,TA,Y,0,41,Aug,WD ,12.127570417375216,6,6,6.0
20,RL,70.0,13300,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,377.0,Unf,928.0,GasA,TA,Y,SBrkr,928,0,928,0.0,1,0,TA,4,Typ,0,None,Attchd,Unf,1.0,252.0,TA,TA,Y,261,0,Jun,WD ,11.790557201568507,51,7,51.0
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,Rec,1288.0,GasA,TA,Y,SBrkr,1336,0,1336,0.0,2,0,TA,6,Typ,1,Fa,Attchd,RFn,2.0,502.0,TA,TA,Y,312,11,Aug,WD ,12.0015054797889,40,40,40.0
160,FV,30.0,3215,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,280.0,Unf,600.0,GasA,Ex,Y,SBrkr,600,600,1200,0.0,2,1,Gd,4,Typ,0,None,Detchd,RFn,2.0,480.0,TA,TA,Y,0,172,Apr,ConLD,11.951180395901384,6,6,6.0
80,RL,80.0,11104,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,828.0,Unf,1427.0,GasA,Gd,Y,SBrkr,1427,0,1427,0.0,2,0,TA,7,Typ,0,None,Attchd,RFn,2.0,516.0,TA,TA,Y,0,0,May,WD ,12.117241431823558,39,39,39.0
60,RL,70.0,15295,Pave,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,254.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,762.0,Unf,860.0,GasA,Ex,Y,SBrkr,1212,780,1992,1.0,2,1,Gd,7,Min2,2,TA,Attchd,RFn,2.0,608.0,TA,TA,Y,225,32,Jun,WD ,12.259613412458204,11,5,11.0
60,RL,70.0,9109,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,36.0,GLQ,754.0,GasA,Ex,Y,SBrkr,754,786,1540,1.0,2,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,495.0,TA,TA,Y,140,32,Oct,WD ,12.122691036591123,15,15,15.0
90,RL,64.0,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,GasA,TA,Y,SBrkr,1535,0,1535,0.0,2,0,TA,8,Typ,0,None,Attchd,Unf,2.0,400.0,TA,TA,Y,0,0,Jun,WD ,11.685684782260491,30,30,30.0
80,RL,72.0,14112,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014.0,Unf,1152.0,GasA,TA,Y,SBrkr,1152,0,1152,1.0,1,0,TA,6,Typ,1,Gd,Attchd,RFn,2.0,484.0,TA,TA,Y,227,0,Apr,WD ,12.103486056755072,46,46,46.0
120,FV,80.0,3523,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,Gd,TA,PConc,Gd,TA,No,GLQ,60.0,Unf,1141.0,GasA,Ex,Y,SBrkr,1151,0,1151,1.0,2,0,Gd,5,Typ,0,None,Attchd,Fin,2.0,484.0,TA,TA,Y,0,60,Feb,New,12.01974306733868,1,0,1.0
80,RL,88.0,15312,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,TA,TA,CBlock,TA,TA,Av,BLQ,588.0,Unf,1138.0,GasA,Ex,Y,SBrkr,1138,0,1138,0.0,1,0,TA,6,Typ,1,TA,Attchd,RFn,2.0,480.0,TA,TA,Y,0,0,Mar,COD,11.904967552746252,49,49,49.0
20,RL,74.0,7450,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,438.0,LwQ,894.0,GasA,Gd,Y,SBrkr,1074,0,1074,0.0,1,0,Gd,6,Min1,1,Gd,Detchd,Unf,2.0,396.0,TA,TA,Y,0,72,Jan,WD ,11.728036844587175,51,51,41.0
120,RL,60.0,7313,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,Ex,TA,PConc,Ex,TA,No,GLQ,1153.0,Unf,1561.0,GasA,Ex,Y,SBrkr,1561,0,1561,1.0,2,0,Ex,6,Typ,1,Gd,Attchd,Fin,2.0,556.0,TA,TA,Y,203,47,Aug,WD ,12.533576212168626,2,2,2.0
60,RL,83.0,10019,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,Gd,TA,PConc,Gd,TA,No,ALQ,527.0,Unf,1342.0,GasA,Ex,Y,SBrkr,1358,1368,2726,0.0,2,1,Gd,9,Typ,1,Ex,Attchd,RFn,3.0,725.0,TA,TA,Y,307,169,Jun,WD ,12.765688433465597,11,11,11.0
20,RL,53.0,15401,Pave,IR1,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,296.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1337.0,Unf,1884.0,GasA,Ex,Y,SBrkr,1884,0,1884,1.0,2,0,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,670.0,TA,TA,Y,214,76,Sep,WD ,12.866179972011919,4,4,4.0
30,RL,58.0,9098,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348.0,Unf,528.0,GasA,Ex,Y,SBrkr,605,0,605,1.0,1,0,TA,5,Typ,0,None,None,None,0.0,0.0,None,None,N,0,0,Jul,WD ,11.362102575235644,87,5,0.0
20,RL,103.0,16280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,Ex,Ex,CBlock,Gd,Ex,Mn,GLQ,1044.0,Rec,1426.0,GasA,Ex,Y,SBrkr,1671,0,1671,1.0,3,0,Ex,6,Typ,1,Gd,Attchd,RFn,2.0,550.0,TA,TA,Y,280,90,May,WD ,12.577636201962656,32,1,32.0
30,C (all),72.0,9392,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,3,Mansard,CompShg,AsbShng,AsbShng,None,0.0,TA,Fa,CBlock,Fa,TA,No,Unf,0.0,Unf,245.0,GasA,TA,N,SBrkr,797,0,797,0.0,1,0,TA,5,Typ,0,None,None,None,0.0,0.0,None,None,N,0,36,Sep,WD ,10.691944912900398,109,59,0.0
60,RL,71.0,12209,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690.0,Unf,804.0,GasA,Ex,Y,SBrkr,804,1157,1961,1.0,2,1,Gd,7,Typ,1,TA,BuiltIn,Fin,2.0,560.0,TA,TA,Y,125,192,Jun,WD ,12.2783933071098,8,7,8.0
190,RL,79.0,13110,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feedr,2fmCon,1Story,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,TA,TA,CBlock,Gd,TA,No,GLQ,962.0,Unf,1153.0,GasA,Ex,Y,SBrkr,1193,0,1193,1.0,2,0,TA,6,Typ,0,None,Attchd,Fin,2.0,501.0,TA,TA,Y,140,153,Jul,WD ,11.894780707439258,34,34,34.0
160,FV,73.0,2651,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,641.0,Unf,673.0,GasA,Ex,Y,SBrkr,673,709,1382,1.0,2,1,Gd,6,Typ,0,None,Detchd,Unf,2.0,490.0,TA,TA,Y,153,50,Apr,WD ,12.013700752882718,6,6,6.0
50,RM,60.0,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Stucco,Stucco,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,168.0,LwQ,714.0,GasW,TA,N,SBrkr,1664,862,2526,0.0,2,0,Gd,10,Typ,1,Gd,Detchd,Unf,1.0,216.0,TA,TA,Y,88,15,Aug,CWD,11.820410164718188,91,57,91.0
20,RL,72.0,39384,Pave,IR1,Low,AllPub,CulDSac,Sev,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,902.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1110.0,Unf,1705.0,GasA,Ex,Y,SBrkr,1390,0,1390,1.0,1,1,Ex,4,Min1,2,Gd,Attchd,Unf,2.0,550.0,TA,TA,Y,0,189,Oct,WD ,12.437184366493561,49,49,49.0
160,RL,36.0,2628,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,764.0,GasA,Ex,Y,SBrkr,764,862,1626,0.0,2,1,Gd,6,Typ,0,None,BuiltIn,RFn,2.0,474.0,TA,TA,Y,0,27,Jun,WD ,12.075394321888057,7,7,7.0
70,RM,57.0,6406,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,421.0,Unf,690.0,GasA,TA,Y,FuseA,868,690,1558,0.0,1,1,TA,7,Typ,1,Gd,Detchd,Unf,2.0,400.0,TA,TA,Y,0,36,Oct,WD ,11.918390573078392,70,59,70.0
20,RL,72.0,12342,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,978.0,GasA,TA,Y,SBrkr,1422,0,1422,0.0,1,0,TA,6,Min1,1,TA,Attchd,RFn,1.0,286.0,TA,TA,Y,0,0,Aug,WD ,11.848683160653573,47,29,47.0
50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,1078.0,GasA,TA,Y,SBrkr,1128,445,1573,0.0,2,0,TA,8,Typ,1,Gd,Detchd,Unf,2.0,360.0,TA,TA,P,0,0,Jun,WD ,12.000891794590137,78,16,78.0
20,RL,87.0,10000,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1116.0,GasA,TA,Y,SBrkr,1116,0,1116,0.0,1,1,TA,5,Typ,0,None,Attchd,Unf,2.0,440.0,TA,TA,Y,0,0,Feb,WD ,11.982929094215963,48,48,48.0
